Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,97.99957487166645,nan,282.9988182787934,133.99586097266086,nan,372.0470027205603,2579.9818554204726,553.9870668933399,nan,35.23189752173777,233.99548053272866,nan,nan,2779.908484556886,nan,nan,130.89313082449996,289.99656068841523,717.9965228021592,nan,118.99982597212876,150.99921147100775,nan,61.999587120553855,259.9897135031448,110.98897589095222,782.9841649008863,183.99822512854257,nan,82.00041161492163,437.98969913114536,1209.991021891685,nan,nan,795.9883628731883,132.9998819760889,nan,nan,nan,99.9990195531474,138.99044644515746,626.9969009042576,nan,366.99648817240666,nan,216.99956326710904,327.99631507224615,nan,179.99951642151396,486.9548701271454,nan,1419.9906758752802,nan,347.9958569476387,498.9962375009524,nan,1259.9786034461372,70.80346717976522,571.993916713132,nan,154.99925515076916,nan,268.99110473504044,1619.9879891121159
Wet_Tim,19.0,37.0,58.0,38.0,34.0,44.0,97.0,37.0,77.0,108.0,39.0,49.0,4.0,7.0,50.0,32.0,39.0,56.0,26.0,66.0,31.0,36.0,61.0,17.0,59.0,20.0,127.0,42.0,93.0,14.0,50.0,23.0,43.0,27.0,24.0,56.0,72.0,51.0,37.0,17.0,94.0,75.0,58.0,56.0,50.0,57.0,44.0,41.0,41.0,35.0,56.0,39.0,65.0,56.0,54.0,52.0,36.0,59.0,76.0,69.0,19.0,103.0,42.0,118.0,41.0
FA_Dur,nan,0.0,nan,2.0,4.0,nan,6.0,6.0,2.0,nan,8.0,8.0,nan,nan,5.0,nan,nan,5.0,2.0,3.0,nan,3.0,4.0,nan,9.0,4.0,5.0,2.0,14.0,nan,5.0,5.0,2.0,nan,nan,2.0,4.0,nan,nan,nan,5.0,8.0,4.0,nan,5.0,nan,3.0,2.0,nan,9.0,6.0,nan,4.0,nan,4.0,2.0,nan,5.0,6.0,5.0,nan,1.0,nan,6.0,4.0
Wet_BFL_Mag_10,229.6,578.4000000000001,407.5,441.5,270.2,482.79999999999995,330.8,226.2,339.20000000000005,310.0,196.0,193.89999999999998,147.0,182.2,190.0,148.60000000000002,183.5,270.6,515.3000000000001,650.0,390.0,391.8,284.4,513.2,309.0,201.0,50.0,389.0,147.9,297.29999999999995,119.4,520.2,508.80000000000007,312.2,160.3,208.8,417.79999999999995,90.10000000000001,nan,58.0,79.9,179.0,593.9,169.5,528.5,400.0,483.40000000000003,408.8,347.8,184.2,129.1,336.8,349.0,331.6,291.0,380.40000000000003,170.8,317.0,175.8,549.0,302.2,326.5,319.0,55.35,207.89999999999998
Wet_BFL_Mag_50,951.0,1210.0,920.0,1070.0,524.0,1620.0,785.0,2080.0,948.0,666.0,856.0,672.5,722.5,641.0,1110.0,943.0,980.0,991.0,1245.0,1485.0,1240.0,1135.0,1340.0,2130.0,1180.0,499.0,178.0,1130.0,778.0,858.5,454.0,1390.0,1965.0,1075.0,507.0,1150.0,1010.0,1105.0,nan,230.0,371.0,516.5,1400.0,387.0,1445.0,1260.0,967.5,1220.0,1115.0,610.0,510.5,1015.0,1480.0,1245.0,926.5,2010.0,668.0,963.0,725.5,1020.0,906.0,1020.0,624.0,812.0,655.5
Wet_BFL_Dur,200.0,187.0,196.0,152.0,173.0,129.0,137.0,160.0,107.0,134.0,187.0,164.0,218.0,163.0,154.0,165.0,186.0,115.0,200.0,96.0,171.0,162.0,125.0,167.0,151.0,176.0,100.0,189.0,130.0,212.0,185.0,175.0,170.0,192.0,162.0,107.0,95.0,74.0,nan,229.0,140.0,128.0,188.0,176.0,166.0,181.0,112.0,203.0,198.0,192.0,150.0,164.0,149.0,152.0,210.0,149.0,183.0,151.0,144.0,182.0,229.0,96.0,151.0,66.0,92.0
Peak_Dur_2,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0,29992.0
Peak_Dur_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993,27479.999999999993
Peak_Dur_10,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0,23700.0
Peak_Dur_20,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004,21000.000000000004
Peak_Dur_50,1.0,1.0,2.0,3.0,nan,8.0,1.0,1.0,2.0,2.0,nan,nan,nan,1.0,3.0,2.0,nan,1.0,4.0,4.0,3.0,1.0,nan,5.0,1.0,nan,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,1.0,5.0,1.0,nan,1.0,nan,nan,4.0,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0
Peak_Fre_50,1.0,1.0,2.0,2.0,nan,3.0,1.0,1.0,2.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,1.0,3.0,3.0,3.0,1.0,nan,4.0,1.0,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,1.0,3.0,1.0,nan,1.0,nan,nan,3.0,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0
Peak_50,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0,14100.0
Dur_2,13.0,9.0,9.0,13.0,2.0,15.0,3.0,16.0,10.0,3.0,5.0,4.0,15.0,2.0,13.0,6.0,8.0,6.0,13.0,15.0,16.0,9.0,5.0,19.0,7.0,2.0,nan,9.0,2.0,7.0,3.0,14.0,16.0,12.0,6.0,12.0,2.0,4.0,4.0,2.0,2.0,nan,8.0,nan,20.0,9.0,16.0,18.0,6.0,5.0,nan,5.0,9.0,6.0,1.0,12.0,1.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,5.0
Fre_2,7.0,3.0,5.0,7.0,2.0,6.0,1.0,7.0,2.0,1.0,4.0,3.0,7.0,1.0,5.0,3.0,5.0,3.0,8.0,6.0,8.0,5.0,4.0,8.0,5.0,2.0,nan,6.0,2.0,4.0,3.0,4.0,10.0,8.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,nan,4.0,nan,6.0,6.0,4.0,8.0,5.0,3.0,nan,4.0,5.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0
High_2,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012,6822.200000000012
Dur_5,21.0,19.0,19.0,22.0,6.0,32.0,13.0,37.0,15.0,14.0,17.0,14.0,29.0,11.0,27.0,11.0,16.0,14.0,26.0,28.0,32.0,21.0,17.0,44.0,27.0,7.0,nan,34.0,3.0,18.0,10.0,30.0,40.0,30.0,11.0,26.0,12.0,15.0,12.0,6.0,4.0,5.0,14.0,3.0,37.0,26.0,26.0,37.0,30.0,12.0,nan,18.0,24.0,18.0,8.0,34.0,10.0,7.0,12.0,14.0,23.0,14.0,12.0,6.0,12.0
Fre_5,9.0,7.0,8.0,8.0,4.0,8.0,7.0,13.0,3.0,6.0,8.0,6.0,8.0,5.0,10.0,4.0,5.0,6.0,8.0,4.0,7.0,7.0,6.0,13.0,9.0,3.0,nan,8.0,2.0,8.0,4.0,11.0,13.0,10.0,5.0,6.0,7.0,3.0,6.0,4.0,2.0,4.0,8.0,2.0,5.0,11.0,4.0,10.0,10.0,5.0,nan,10.0,9.0,8.0,4.0,10.0,5.0,6.0,7.0,9.0,9.0,6.0,3.0,4.0,4.0
High_5,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0
Dur_10,49.0,41.0,46.0,44.0,13.0,51.0,29.0,82.0,26.0,29.0,42.0,24.0,50.0,26.0,56.0,22.0,33.0,30.0,44.0,38.0,49.0,36.0,32.0,86.0,48.0,15.0,nan,62.0,23.0,40.0,17.0,64.0,78.0,53.0,29.0,39.0,19.0,23.0,37.0,14.0,8.0,16.0,46.0,7.0,60.0,50.0,31.0,64.0,47.0,29.0,5.0,41.0,49.0,38.0,29.0,73.0,24.0,22.0,23.0,34.0,60.0,29.0,20.0,15.0,22.0
Fre_10,9.0,10.0,9.0,9.0,5.0,6.0,8.0,11.0,6.0,6.0,9.0,5.0,10.0,9.0,7.0,7.0,10.0,8.0,9.0,7.0,8.0,9.0,6.0,10.0,10.0,7.0,nan,11.0,9.0,13.0,5.0,14.0,13.0,10.0,8.0,7.0,7.0,3.0,8.0,7.0,4.0,5.0,14.0,4.0,5.0,10.0,4.0,7.0,6.0,7.0,2.0,9.0,10.0,9.0,9.0,13.0,6.0,7.0,8.0,12.0,14.0,6.0,5.0,5.0,7.0
