Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
Avg,133.85506849315067,146.35573770491803,77.55616438356165,65.53123287671234,37.31506849315068,140.39207650273227,64.06328767123287,128.7109589041096,35.42821917808219,66.45327868852459,53.38575342465753,77.55561643835617,128.9917808219178,51.419398907103826,150.27616438356162,50.78520547945205,122.28383561643835,59.22021857923497,135.06794520547945,nan
Std,259.7250695150246,185.43782398809418,134.38023785145668,118.17000551150704,45.39114351860741,335.6878463440698,124.61538206307223,176.46069620331875,61.9786109668216,183.65190605746466,63.89626665874542,161.46220034326453,277.23150602419827,56.10258637044191,449.2157012547326,66.09343987734933,187.74352641653306,112.77283625356566,296.267055181957,nan
CV,1.9403454231418562,1.2670348760905659,1.7326828746566938,1.8032623578718112,1.216429323369435,2.3910740171831333,1.9451918031835542,1.3709842402369403,1.7494136709294414,2.7636244543819384,1.1968786157325888,2.08188920104323,2.1492183785487526,1.0910782226723208,2.989267813012343,1.3014309827709776,1.5353094337457558,1.904296183957491,2.1934668120644365,nan
SP_Tim,131.0,212.0,115.0,190.0,223.0,90.0,236.0,199.0,157.0,168.0,181.0,141.0,200.0,191.0,90.0,196.0,225.0,147.0,120.0,nan
SP_Mag,1040.0,540.0,1140.0,753.0,250.0,1100.0,400.0,382.0,150.0,401.0,316.0,1170.0,712.0,155.0,1300.0,300.0,407.0,1010.0,2060.0,nan
SP_Dur,130.0,78.0,174.0,52.0,73.0,169.0,48.0,81.0,104.0,108.0,110.0,113.0,63.0,113.0,150.0,75.0,69.0,92.0,127.0,nan
SP_ROC,0.05291153415453527,0.052083333333333336,0.05,0.06451612903225806,0.06186224489795925,0.06870229007633588,0.06779661016949153,0.06316239316239317,0.06,0.057971014492753624,0.05952380952380952,0.06666666666666667,0.052980132450331126,0.062499999999999965,0.05454545454545454,0.05263157894736842,0.05405405405405406,0.04580152671755725,0.06896551724137931,nan
DS_Tim,261.0,290.0,289.0,242.0,296.0,259.0,284.0,280.0,261.0,276.0,291.0,254.0,263.0,304.0,240.0,271.0,294.0,239.0,247.0,nan
DS_Mag_90,13.0,26.0,26.0,22.900000000000006,7.089999999999999,22.0,14.0,11.0,6.810000000000006,11.0,37.0,14.0,21.900000000000006,58.10000000000001,28.0,7.6,29.0,20.0,nan,nan
DS_Mag_50,6.9,6.6,9.05,6.2,3.6,9.2,7.4,6.1,4.1,6.1,6.8,6.3,10.0,5.6,11.0,4.9,14.0,8.0,nan,nan
DS_Dur_WS,142.0,156.0,172.0,182.0,128.0,233.0,154.0,168.0,214.0,128.0,191.0,116.0,132.0,130.0,212.0,136.0,170.0,199.0,nan,nan
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
FA_Tim,nan,1.0,44.0,17.0,42.0,nan,10.0,12.0,40.0,nan,nan,27.0,nan,10.0,32.0,44.0,nan,2.0,11.0,nan
FA_Mag,nan,34.00057774017063,37.99595059942394,23.994579753261952,16.004511654506423,nan,17.957700778732875,45.99983997616322,17.9928143751361,nan,nan,17.96027256067935,nan,35.956387395482594,37.997589685952114,34.96695992505902,nan,42.99507541105986,40.99359565084616,nan
Wet_Tim,39.0,37.0,80.0,95.0,58.0,58.0,126.0,72.0,82.0,109.0,38.0,116.0,4.0,29.0,68.0,86.0,41.0,98.0,72.0,nan
FA_Dur,nan,5.0,9.0,5.0,2.0,nan,5.0,9.0,4.0,nan,nan,4.0,nan,3.0,2.0,3.0,nan,10.0,3.0,nan
Wet_BFL_Mag_10,63.0,48.0,40.400000000000006,29.0,22.400000000000002,20.500000000000004,50.900000000000006,48.800000000000004,12.8,47.8,21.2,41.2,27.5,21.1,47.5,48.7,28.3,46.00000000000001,33.5,nan
Wet_BFL_Mag_50,172.5,192.0,161.0,124.0,50.0,97.5,91.5,267.0,54.0,138.0,58.0,56.0,66.5,70.0,246.5,88.5,151.0,138.0,95.5,nan
Wet_BFL_Dur,92.0,175.0,35.0,95.0,165.0,32.0,110.0,127.0,75.0,59.0,143.0,25.0,196.0,162.0,22.0,110.0,184.0,49.0,48.0,nan
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_2,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,5043.400000000002,nan
