Year,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
Avg,47.38579234972678,104.33205479452054,84.04794520547945,81.28821917808219,51.206830601092896,78.70602739726027,114.80575342465752,79.2013698630137,18.501639344262298,5.377917808219178,83.27397260273973,50.016164383561645,93.8860655737705,30.484383561643835,146.10438356164383,138.5246575342466,87.56010928961749,36.544657534246575,86.05506849315069,16.92180821917808,24.712868852459017,67.751698630137,31.152876712328766,29.474520547945207,26.78989071038252,74.54219178082192,18.69923287671233,119.98871232876712,94.45054644808742,97.41589041095891,108.59616438356164,76.16465753424657,62.079234972677604
Std,96.20961271912198,217.00295216070853,227.9607885710058,111.75238699105508,84.51114733797631,129.56292750184585,178.82264725805163,130.8172680289641,25.15641554781185,6.607046428911519,132.0634239776918,75.55001526939525,249.50794471912698,55.492329001805835,289.1525339179917,194.31990780691564,169.77067172228905,47.8943352409279,294.0367252391763,35.9458984345167,36.396538397812726,156.62151556168993,41.316418491079375,63.38230324385627,51.18605974296042,123.67851487534705,25.74639601778611,217.88073037376418,152.908195741229,328.47480038386635,151.40062353638393,146.7448774311389,120.65334734084814
CV,2.0303472401401494,2.0799259881164094,2.712270811781179,1.3747673170971246,1.650388167866273,1.6461627118834343,1.5576105022942588,1.6517046138876765,1.359685759716926,1.2285510237463726,1.585890763344547,1.5105119754889798,2.6575609830308355,1.8203526697396493,1.9790818514079254,1.4027820841850855,1.9389042921445936,1.3105700934820737,3.4168437767565,2.124235068080842,1.4727767389171873,2.311698728273984,1.3262472956382991,2.150409983455182,1.910648322395846,1.6591746488888033,1.3768691040716534,1.815843558490523,1.6189233571588861,3.371881106851888,1.3941617956379835,1.9266794098713924,1.9435379220435023
SP_Tim,147.0,121.0,116.0,181.0,158.0,112.0,184.0,229.0,160.0,229.0,211.0,222.0,149.0,182.0,199.0,167.0,89.0,189.0,143.0,168.0,158.0,179.0,247.0,194.0,149.0,178.0,161.0,216.0,235.0,96.0,181.0,143.0,153.0
SP_Mag,870.0,1390.0,1860.0,665.0,310.0,677.0,1050.0,249.0,70.0,26.0,321.0,271.0,456.0,228.0,805.0,1480.0,1410.0,196.0,3200.0,136.0,84.0,1100.0,177.0,166.0,196.0,624.0,122.0,1040.0,433.0,3730.0,348.0,555.0,886.0
SP_Dur,93.0,132.0,112.0,81.0,112.0,141.0,122.0,52.0,174.0,69.0,46.0,58.0,135.0,42.0,55.0,116.0,170.0,66.0,104.0,86.0,125.0,63.0,54.0,93.0,97.0,107.0,115.0,37.0,50.0,160.0,114.0,122.0,115.0
SP_ROC,0.05263157894736842,0.0736749680715198,0.06559139784946236,0.060405405405405406,0.05688353702372394,0.07450055493895671,0.058823529411764705,0.07380174291938998,0.052631578947368356,0.0625,0.06666666666666667,0.059714795008912656,0.05634920634920634,0.055867665418227214,0.05392156862745098,0.06927133269415148,0.06012048192771084,0.059714795008912656,0.05263157894736842,0.05263157894736839,0.058823529411764705,0.06573275862068965,0.0555555555555556,0.06410256410256411,0.0641025641025641,0.07142857142857142,0.05291153415453527,0.047431571053618296,0.075,0.05357142857142857,0.058823529411764705,0.05,0.062338082901554404
DS_Tim,240.0,253.0,228.0,262.0,270.0,253.0,306.0,281.0,334.0,298.0,257.0,280.0,284.0,224.0,254.0,283.0,259.0,255.0,247.0,254.0,283.0,242.0,301.0,287.0,246.0,285.0,276.0,253.0,285.0,256.0,295.0,265.0,268.0
DS_Mag_90,21.0,14.0,10.200000000000017,22.0,31.0,11.0,15.300000000000011,8.91,4.060000000000002,3.8200000000000016,9.510000000000005,18.600000000000023,7.9,17.0,17.0,12.0,7.210000000000001,15.600000000000023,11.0,3.1,30.0,14.0,4.630000000000001,15.099999999999994,14.0,11.0,18.60000000000005,24.0,7.360000000000009,19.0,9.74,9.920000000000002,9.95
DS_Mag_50,4.4,4.5,2.8,4.9,4.5,3.8,4.1,4.3,2.4,1.1,3.25,3.2,2.95,4.4,4.9,8.7,2.6,3.8,3.8,1.2,1.6,4.95,2.8,3.9,2.9,3.7,1.6,3.4,3.6,3.1,4.7,4.0,3.6
DS_Dur_WS,197.0,180.0,169.0,206.0,167.0,144.0,178.0,104.0,153.0,137.0,204.0,163.0,192.0,181.0,156.0,118.0,134.0,198.0,231.0,167.0,202.0,218.0,208.0,200.0,205.0,171.0,169.0,181.0,125.0,200.0,119.0,199.0,196.0
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,1.0,11.0,15.0,22.0,43.0,10.0,7.0,27.0,9.0,44.0,0.0,50.0,19.0,38.0,6.0,25.0,nan,10.0,55.0,29.0,23.0,53.0,23.0,56.0,25.0,20.0,14.0,36.0,nan,nan,8.0,nan,27.0
