Year,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.906961164295012,1.2633179055858865,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,0.2,0.18,nan,nan,nan,nan,nan,nan,nan,nan,0.432,0.26,nan,nan,nan,nan,nan,0.15,0.09,0.05,0.03
Wet_BFL_Mag_50,0.5,0.4,nan,nan,nan,nan,nan,nan,nan,nan,0.51,0.365,nan,nan,nan,nan,nan,0.27,0.21,0.06,0.31
Wet_Tim,48.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,106.0,74.0,nan,nan,nan,nan,nan,8.0,59.0,75.0,145.0
Wet_BFL_Dur,127.0,127.0,nan,nan,nan,nan,nan,nan,nan,nan,53.0,122.0,nan,nan,nan,nan,nan,197.0,97.0,68.0,29.0
Peak_2,31.0,31.0,nan,nan,nan,nan,nan,nan,nan,nan,31.0,31.0,nan,nan,nan,nan,nan,31.0,31.0,31.0,31.0
Peak_5,138.80000000000004,138.80000000000004,nan,nan,nan,nan,nan,nan,nan,nan,138.80000000000004,138.80000000000004,nan,nan,nan,nan,nan,138.80000000000004,138.80000000000004,138.80000000000004,138.80000000000004
Peak_10,223.20000000000002,223.20000000000002,nan,nan,nan,nan,nan,nan,nan,nan,223.20000000000002,223.20000000000002,nan,nan,nan,nan,nan,223.20000000000002,223.20000000000002,223.20000000000002,223.20000000000002
Peak_Dur_2,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,0.5,7.4,nan,nan,nan,nan,nan,nan,nan,nan,80.0,31.0,nan,nan,nan,nan,nan,14.0,0.88,6.8,100.0
SP_Tim,175.0,198.0,nan,nan,nan,nan,nan,nan,nan,nan,159.0,196.0,nan,nan,nan,nan,nan,205.0,156.0,143.0,174.0
SP_Dur,123.0,39.0,nan,nan,nan,nan,nan,nan,nan,nan,168.0,137.0,nan,nan,nan,nan,nan,121.0,187.0,194.0,16.0
SP_ROC,0.19999999999999996,0.3571428571428572,nan,nan,nan,nan,nan,nan,nan,nan,0.13779661016949152,0.08219178082191773,nan,nan,nan,nan,nan,0.09838709677419347,0.1666666666666666,0.25000000000000006,0.24798619102416572
DS_Mag_50,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2,nan,nan,nan,nan,nan,nan,0.09,0.05,0.03,0.12
DS_Mag_90,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3459999999999999,nan,nan,nan,nan,nan,nan,0.12200000000000003,0.08,0.06,0.38
DS_Tim,298.0,237.0,nan,nan,nan,nan,nan,nan,nan,nan,327.0,333.0,nan,nan,nan,nan,nan,326.0,343.0,337.0,190.0
DS_Dur_WS,139.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,113.0,nan,nan,nan,nan,nan,nan,99.0,98.0,174.0,321.0
